timestamp,latitude,longitude,heartRate,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magnetoX,magnetoY,magnetoZ,steps
1736261733618,0.0,0.0,0.0,0.18435353,2.2170308,9.540894,0.028099801,-0.02076942,0.0012217305,352.68,-478.86,-1485.1799,0
1736261734665,0.0,0.0,0.0,0.260968,2.1859062,9.540894,0.0012217305,0.0,-0.0012217305,352.74,-477.66,-1485.48,0
1736261735685,0.0,0.0,0.0,0.260968,2.2337902,9.545682,-0.002443461,0.0012217305,0.0,352.38,-478.8,-1483.9199,0
1736261736728,0.0,0.0,0.0,0.20350714,2.3056161,9.531317,-0.0012217305,0.0,-0.0012217305,349.62,-477.36,-1487.58,0
1736261737758,0.0,0.0,0.0,0.23463176,2.243367,9.557653,-0.0012217305,0.0012217305,0.0,349.8,-476.4,-1488.1799,0
1736261738800,0.0,0.0,0.0,0.29448682,2.2720973,9.528923,-0.0012217305,0.0012217305,-0.0012217305,349.25998,-477.3,-1488.5399,0
1736261739839,0.0,0.0,0.0,0.21547815,2.3295584,9.562442,-0.0012217305,0.002443461,0.0,349.25998,-476.52,-1488.2999,0
1736261740854,0.0,0.0,0.0,0.272939,2.207454,9.5385,-0.0012217305,0.0,0.0,349.5,-476.63998,-1487.88,0
1736261741893,0.0,0.0,0.0,0.21068975,2.1883004,9.514558,0.002443461,0.0036651916,0.0,349.97998,-476.63998,-1487.0399,0
1736261742925,0.0,0.0,0.0,0.21308395,2.2697031,9.536105,0.0012217305,-0.004886922,0.0,348.66,-476.22,-1488.36,0
1736261744933,0.0,0.0,0.0,0.33039984,2.1260512,9.543288,-0.004886922,-0.042760566,0.0036651916,348.6,-477.12,-1487.4,0
1736261745949,0.0,0.0,0.0,0.3184288,2.2266076,9.564836,-0.0012217305,-0.0036651916,0.0,348.06,-477.41998,-1488.84,0
1736261746959,0.0,0.0,0.0,0.4381389,2.2409728,9.540894,0.0,0.0,0.0,348.36,-477.36,-1487.52,0
1736261747966,0.0,0.0,0.0,0.38307226,2.2170308,9.545682,0.0,0.0,0.0,349.44,-477.18,-1487.76,0
1736261749975,0.0,0.0,0.0,0.37349546,2.2577322,9.516952,0.0,0.0061086523,-0.0012217305,348.72,-476.09998,-1487.82,0
1736261751988,0.0,0.0,0.0,0.5746084,2.2122424,9.560047,0.0012217305,0.004886922,-0.0012217305,347.88,-476.94,-1490.76,0
1736261753998,0.0,0.0,0.0,0.581791,2.1906946,9.560047,-0.0012217305,-0.0036651916,0.0012217305,349.62,-477.3,-1488.96,0
1736261756011,0.0,0.0,0.0,0.5650316,2.1260512,9.574412,0.002443461,-0.0036651916,0.0,346.8,-477.72,-1489.2,0
1736261758029,0.0,0.0,45.0,0.5482722,2.2290018,9.56723,0.0,0.0,0.0,348.6,-476.94,-1489.62,0
1736261760046,0.0,0.0,47.0,0.48602295,2.1308396,9.504981,-0.004886922,0.0012217305,0.0,348.0,-477.3,-1489.2,0
1736261762063,0.0,0.0,47.0,0.5267244,2.2050598,9.533711,0.0,0.0,-0.0012217305,348.66,-477.18,-1489.2,0
1736261763072,0.0,0.0,48.0,0.581791,2.2026656,9.516952,-0.002443461,0.002443461,-0.0012217305,348.66,-477.06,-1489.44,0
1736261764089,0.0,0.0,51.0,0.58418524,2.2625206,9.552865,0.0,0.002443461,-0.0012217305,348.12,-477.06,-1489.9199,0
1736261765115,0.0,0.0,55.0,0.59376204,2.255338,9.528923,0.0061086523,-0.002443461,0.0,347.82,-476.75998,-1489.5,0
1736261766149,0.0,0.0,53.0,0.51714754,2.2864625,9.564836,0.002443461,-0.0012217305,0.0,348.36,-477.18,-1490.34,0
1736261767198,0.0,0.0,54.0,0.5793968,2.255338,9.593566,0.0036651916,0.0036651916,-0.0012217305,348.47998,-477.3,-1489.7999,0
1736261768241,0.0,0.0,58.0,0.5410896,2.2337902,9.557653,-0.0036651916,-0.002443461,0.0,348.24,-477.41998,-1488.96,0
1736261769268,0.0,0.0,61.0,0.62967503,2.2122424,9.586384,0.0036651916,0.0036651916,-0.0012217305,348.18,-478.02,-1489.7999,0
1736261770308,0.0,0.0,60.0,0.5530606,2.2266076,9.452309,-0.002443461,0.0012217305,0.0,347.63998,-477.0,-1489.2,0
1736261771341,0.0,0.0,59.0,0.5554548,2.1787236,9.576807,0.0012217305,-0.0012217305,0.0,348.53998,-476.58,-1490.1,0
1736261772373,0.0,0.0,58.0,0.59136784,2.2601264,9.56723,0.0012217305,0.0,-0.0012217305,348.47998,-477.18,-1489.32,0
1736261773427,0.0,0.0,60.0,0.49799395,2.2026656,9.576807,0.0012217305,0.0,0.0,349.08,-477.06,-1489.44,0
1736261774446,0.0,0.0,62.0,0.58418524,2.1667526,9.533711,0.0012217305,0.0012217305,-0.0012217305,347.69998,-477.59998,-1489.02,0
1736261775456,0.0,0.0,63.0,0.51954174,2.2050598,9.536105,0.0036651916,0.0012217305,-0.0012217305,348.47998,-477.41998,-1489.74,0
1736261776465,0.0,0.0,65.0,0.5554548,2.1571758,9.579201,-0.0012217305,0.0012217305,0.0,348.53998,-477.3,-1489.26,0
1736261777473,0.0,0.0,64.0,0.51714754,2.195483,9.533711,0.0,0.0,0.0,349.13998,-477.53998,-1488.6599,0
