timestamp,latitude,longitude,heartRate,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magnetoX,magnetoY,magnetoZ,steps
1736784683947,0.0,0.0,0.0,0.2681506,3.25372,9.528923,-0.06963864,-0.035430185,0.096516706,516.0,-541.92,-1565.88,0
1736784685981,0.0,0.0,0.0,0.521936,3.1411927,9.564836,-0.080634214,-0.089186326,0.09162979,514.08,-539.51996,-1570.26,0
1736784687988,0.0,0.0,0.0,0.5434838,2.9712043,9.473856,0.007330383,0.040317107,0.059864793,511.19998,-540.12,-1569.7799,0
1736784689004,0.0,0.0,0.0,0.5506664,2.789245,9.64145,-0.064751714,0.07941248,0.14538592,512.1,-539.33997,-1569.96,0
1736784690041,0.0,0.0,0.0,-2.6647465,-2.9520507,9.131485,-0.30665436,0.21013765,-0.37140608,512.64,-523.32,-1580.82,0
1736784691058,0.0,0.0,0.0,-11.073183,-2.542642,1.6112977,0.08307768,0.204029,-0.4251622,10.44,-0.96,-29.16,0
1736784692102,0.0,0.0,0.0,-9.85214,-2.6886885,3.9145198,-0.11362094,0.24923302,0.23457226,18.3,12.84,-23.22,0
1736784693123,0.0,0.0,0.0,-10.6158905,-2.3008277,1.8171991,1.7922786,0.69027776,-0.1966986,24.18,-0.29999998,-17.88,0
1736784694129,0.0,0.0,0.0,-11.020511,-4.6926355,0.4357447,-0.21502456,-1.0836749,-0.2773328,32.52,-7.98,2.82,0
1736784696146,0.0,0.0,0.0,-8.322245,4.606444,0.9720459,-0.4654793,-0.009773844,0.36651915,34.8,-10.62,19.14,0
1736784698163,0.0,0.0,0.0,-10.477027,-1.0486604,2.15957,-0.017104227,-0.1563815,-0.32986724,35.82,-6.3599997,-2.8799999,0
1736784700178,0.0,0.0,0.0,-7.553706,-6.227319,2.9640217,-0.99204516,-0.3921755,-2.0378466,37.2,-4.56,-2.82,0
1736784702191,0.0,0.0,0.0,2.0446482,-6.7253127,6.8689647,-0.19792034,-0.45570546,0.2883284,0.59999996,33.0,-28.5,0
1736784703193,0.0,0.0,0.0,-0.7445967,-9.303867,-2.4756045,0.057421334,-0.012217305,-0.07696902,-5.52,50.039997,-13.92,0
1736784704207,0.0,0.0,0.0,-0.9792285,-9.552865,-2.3678656,0.27855456,-0.1966986,-0.10995574,-4.62,51.12,-11.099999,0
1736784706223,0.0,0.0,83.0,-1.1492168,-9.763555,-1.5442601,-0.030543262,0.0036651916,0.15027285,-7.8599997,50.28,-14.82,0
1736784708237,0.0,0.0,82.0,-1.4820108,-9.291897,-2.1930888,0.17959438,-0.29443705,0.019547688,-8.88,50.94,-10.32,0
1736784710251,0.0,0.0,82.0,-1.4891934,4.0462008,8.971074,0.32620203,-0.14294247,-0.204029,-3.54,-4.2,-33.6,0
1736784712269,0.0,0.0,80.0,-1.8148049,-7.429208,5.391742,0.95417154,0.57787853,-0.3115413,-5.16,48.12,-13.559999,0
1736784713271,0.0,0.0,80.0,-1.3575124,-9.581595,1.7046716,-0.37507126,-0.20891592,-0.02687807,0.24,30.3,-35.399998,0
1736784714315,0.0,0.0,81.0,-1.7190368,-9.509769,0.20829555,0.20891592,-0.54733527,0.14660765,-6.72,44.879997,-22.68,0
1736784715334,0.0,0.0,82.0,-1.5610195,-9.097966,-1.673547,-0.119729586,-0.28221974,-0.26267207,-13.92,48.3,-13.32,0
1736784716365,0.0,0.0,85.0,-1.2234371,-9.040505,-3.7972038,-0.35063666,-0.5143485,-0.3005457,-17.82,50.219997,-1.3199999,0
1736784717389,0.0,0.0,85.0,-1.3670892,-9.303867,-3.5984852,0.08552113,0.25411993,0.19914207,-22.38,46.98,1.92,0
1736784718421,0.0,0.0,86.0,-1.1492168,-9.083601,-3.6056678,0.2003638,0.12583824,0.058643065,-15.78,48.0,-3.9599998,0
1736784719443,0.0,0.0,85.0,-1.1492168,-9.31105,-3.6272156,0.089186326,-0.14294247,-0.21135938,-12.24,47.64,-7.2,0
1736784720474,0.0,0.0,85.0,-1.2378023,-9.057265,-2.7461493,-0.004886922,0.02565634,-0.036651913,-7.44,47.76,-10.44,0
1736784721493,0.0,0.0,83.0,-1.1300632,-9.287108,-3.2393548,-0.037873644,-0.017104227,0.013439035,-8.639999,47.7,-9.24,0
1736784722519,0.0,0.0,83.0,-2.1045034,-9.090784,-1.7501614,0.29443705,0.04520403,0.043982297,-8.46,47.7,-11.16,0
